"id";"Day";"Len";"State";"EV";"Dem";"GOP";"Ind";"Date";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"Pollster"
505;255.0;5;"Wisconsin";10;52;42;"";"Sep 13";"";"";"";"";"";"";"";"SSRS-5"
506;254.5;6;"Wisconsin";10;52;46;"";"Sep 13";"";"";"";"";"";"";"";"Langer Research-6"
507;253.0;3;"Wisconsin";10;48;43;"";"Sep 10";"";"";"";"";"";"";"";"Siena Coll.-3"
508;251.0;3;"Wisconsin";10;51;44;"";"Sep 08";"";"";"";"";"";"";"";"Emerson Coll.-3"
509;249.5;10;"Wisconsin";10;50;43;"";"Sep 10";"";"";"";"";"";"";"";"Morning Consult-10"
510;247.0;3;"Wisconsin";10;50;44;"";"Sep 04";"";"";"";"";"";"";"";"YouGov-3"
511;246.5;12;"Wisconsin";10;50;45;"";"Sep 08";"";"";"";"";"";"";"";"Benenson Strategy/GS Strategy-12"
512;245.5;2;"Wisconsin";10;51;43;"";"Sep 02";"";"";"";"";"";"";"";"Pulse Opinion Research-2"
513;245.5;6;"Wisconsin";10;50;41;"";"Sep 04";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-6"
514;245.0;5;"Wisconsin";10;48;44;"";"Sep 03";"";"";"";"";"";"";"";"Marquette Law School-5"
515;243.5;4;"Wisconsin";10;50;42;"";"Sep 01";"";"";"";"";"";"";"";"Fox News-4"
516;238.5;10;"Wisconsin";10;52;43;"";"Aug 30";"";"";"";"";"";"";"";"Morning Consult-10"
517;237.5;8;"Wisconsin";10;53;40;"";"Aug 28";"";"";"";"";"";"";"";"Opinium-8"
518;230.5;4;"Wisconsin";10;49;39;"";"Aug 19";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-4"
519;228.0;5;"Wisconsin";10;51;45;"";"Aug 17";"";"";"";"";"";"";"";"Civiqs-5"
520;224.5;10;"Wisconsin";10;49;43;"";"Aug 16";"";"";"";"";"";"";"";"Morning Consult-10"
521;219.5;6;"Wisconsin";10;50;46;"";"Aug 09";"";"";"";"";"";"";"";"Marquette Law School-6"
522;218.5;2;"Wisconsin";10;55;43;"";"Aug 06";"";"";"";"";"";"";"";"Pulse Opinion Research-2"
523;218.5;4;"Wisconsin";10;48;42;"";"Aug 07";"";"";"";"";"";"";"";"YouGov-4"
524;203.5;6;"Wisconsin";10;45;35;"";"Jul 24";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-6"
525;203.5;10;"Wisconsin";10;50;43;"";"Jul 26";"";"";"";"";"";"";"";"Morning Consult-10"
526;168.5;6;"Wisconsin";10;45;36;"";"Jun 19";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-6"
527;168.0;5;"Wisconsin";10;51;42;"";"Jun 18";"";"";"";"";"";"";"";"Marquette Law School-5"
528;163.5;8;"Wisconsin";10;49;38;"";"Jun 15";"";"";"";"";"";"";"";"Siena Coll.-8"
529;152.5;4;"Wisconsin";10;49;40;"";"Jun 02";"";"";"";"";"";"";"";"Fox News-4"
530;133.0;5;"Wisconsin";10;48;38;"";"May 14";"";"";"";"";"";"";"";"Redfield and Wilton Strategies-5"
531;126.0;5;"Wisconsin";10;46;43;"";"May 07";"";"";"";"";"";"";"";"Marquette Law School-5"
532;111.5;2;"Wisconsin";10;50;45;"";"Apr 21";"";"";"";"";"";"";"";"PPP-2"
533;108.5;6;"Wisconsin";10;43;40;"";"Apr 20";"";"";"";"";"";"";"";"Ipsos-6"
534;86.5;6;"Wisconsin";10;48;45;"";"Mar 29";"";"";"";"";"";"";"";"Marquette Law School-6"
535;81.0;9;"Wisconsin";10;45;45;"";"Mar 25";"";"";"";"";"";"";"";"Baldwin Wallace U.-9"
536;70.5;2;"Wisconsin";10;48;45;"";"Mar 11";"";"";"";"";"";"";"";"PPP-2"
537;67.0;3;"Wisconsin";10;44;42;"";"Mar 08";"";"";"";"";"";"";"";"YouGov-3"
538;52.0;5;"Wisconsin";10;46;46;"";"Feb 23";"";"";"";"";"";"";"";"Marquette Law School-5"
539;46.5;10;"Wisconsin";10;45;43;"";"Feb 20";"";"";"";"";"";"";"";"YouGov-10"
540;46.0;7;"Wisconsin";10;42;49;"";"Feb 18";"";"";"";"";"";"";"";"Quinnipiac U.-7"
541;43.0;13;"Wisconsin";10;42;44;"";"Feb 18";"";"";"";"";"";"";"";"Expedition Strategies-13"
542;10.0;5;"Wisconsin";10;49;45;"";"Jan 12";"";"";"";"";"";"";"";"Marquette Law School-5"
543;6.5;4;"Wisconsin";10;46;41;"";"Jan 08";"";"";"";"";"";"";"";"Fox News-4"
544;2.0;1;"Wyoming";3;23;70;"";"Jan 02";"";"";"";"";"";"";"";"Election 2016-1"
