cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001275,0.000025,,143,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002325,0.0001,,142,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.009975,0,,141,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00145,0.000075,,140,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0,,14,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001275,0.00005,,139,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00475,0.000075,,138,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00095,0.00005,,137,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001775,0.00005,,136,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002875,0.000175,,135,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001325,0.00005,,134,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001275,0.00005,,133,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.006325,0.0001,,132,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.005025,0.000025,,131,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001475,0.000075,,130,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00015,0,,13,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00205,0.00005,,129,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00245,0.000025,,128,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0009,0,,127,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.008675,0.000025,,126,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.030475,0,,125,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0016,0.00005,,124,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0029,0,,123,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.01605,0,,122,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00155,0,,121,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00165,0.000025,,120,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000075,0,,12,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.010025,0,,119,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002175,0.00005,,118,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002875,0,,117,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0059,0.000025,,116,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00285,0.000125,,115,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0014,0.000025,,114,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0059,0,,113,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00375,0,,112,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00205,0,,111,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00405,0.00005,,110,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00005,0,,11,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0037,0,,109,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002175,0.00005,,108,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003125,0.000025,,107,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00255,0,,106,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001425,0,,105,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00175,0,,104,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.0047,0.000025,,103,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.003625,0.000025,,102,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.001275,0,,101,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.002325,0.000025,,100,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.00015,0,,10,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0.000225,0,,1,14:59:03 28 Sep 2020,40000
2020,President,polls-plus,2020-09-28,Trump,Biden,,0,0,,0,14:59:03 28 Sep 2020,40000
